id,jurisdiction,jurisdiction_code,country,regulation_name,authority,product_category,voc_limit_g_per_L,unit,effective_date,last_amended,source_url,scope,healthcare_context,zero_voc_threshold_g_per_L,low_voc_threshold_g_per_L,classification
516,Utah,US-UT,United States,Utah R307-357 — Consumer Products,Utah DAQ,Furniture Maintenance Product,9.0,g/L as applied,2018-01-01,2023-01-01,,Consumer and institutional products,"Used on waiting room, office, and common area furniture. Avoid silicone-based products on healthcare seating (interferes with infection control).",5.0,50.0,Low VOC
517,Utah,US-UT,United States,Utah R307-357 — Consumer Products,Utah DAQ,Oven/Grill Cleaner,4.0,g/L as applied,2018-01-01,2023-01-01,,Consumer and institutional products,Dietary department use only. Must be used with ventilation due to alkaline off-gassing. Low-VOC formulations reduce ventilation requirements.,5.0,50.0,Ultra-Low VOC
518,Utah,US-UT,United States,Utah R307-357 — Consumer Products,Utah DAQ,Laundry Detergent (Institutional),4.0,g/L as applied,2018-01-01,2023-01-01,,Consumer and institutional products,High-volume use in healthcare laundry. Must be compatible with thermal disinfection cycles (71°C / 160°F for 25 minutes).,5.0,50.0,Ultra-Low VOC
519,Utah,US-UT,United States,Utah R307-357 — Consumer Products,Utah DAQ,Fabric Softener (Institutional),3.0,g/L as applied,2018-01-01,2023-01-01,,Consumer and institutional products,Used selectively — many healthcare laundry programs skip softener to maintain antimicrobial textile treatments.,5.0,50.0,Ultra-Low VOC
520,Utah,US-UT,United States,Utah R307-357 — Consumer Products,Utah DAQ,Spot Remover,12.0,g/L as applied,2018-01-01,2023-01-01,,Consumer and institutional products,Used on carpeted areas and upholstered furniture. Must not leave residues that interfere with subsequent disinfection.,5.0,50.0,Low VOC
521,Utah,US-UT,United States,Utah R307-357 — Consumer Products,Utah DAQ,Dust Suppressant,0.0,g/L as applied,2018-01-01,2023-01-01,,Consumer and institutional products,Used in construction/renovation zones adjacent to active patient care. ICRA (Infection Control Risk Assessment) protocols apply.,5.0,50.0,Zero VOC
522,Utah,US-UT,United States,Utah R307-357 — Consumer Products,Utah DAQ,Adhesive Remover,25.0,g/L as applied,2018-01-01,2023-01-01,,Consumer and institutional products,Used for label/tape residue removal from equipment and surfaces. Low-VOC formulations required for use near patient care areas.,5.0,50.0,Low VOC
523,Utah,US-UT,United States,Utah R307-357 — Consumer Products,Utah DAQ,Graffiti Remover,35.0,g/L as applied,2018-01-01,2023-01-01,,Consumer and institutional products,"Occasional use in emergency departments, psychiatric units, and exterior surfaces. High-VOC products require ventilation controls.",5.0,50.0,Low VOC
524,Utah,US-UT,United States,Utah R307-357 — Consumer Products,Utah DAQ,Heavy-Duty Hand Cleaner,6.0,g/L as applied,2018-01-01,2023-01-01,,Consumer and institutional products,Used by maintenance and dietary staff. Must be gentle enough for repeated use (healthcare workers wash hands 40-100 times per shift).,5.0,50.0,Low VOC
525,Utah,US-UT,United States,Utah R307-357 — Consumer Products,Utah DAQ,Stainless Steel Cleaner,6.0,g/L as applied,2018-01-01,2023-01-01,,Consumer and institutional products,"Daily use on elevators, counters, fixtures. Healthcare facilities prefer non-aerosol formulations to reduce VOC emissions.",5.0,50.0,Low VOC
526,Washington,US-WA,United States,Washington WAC 173-490 — Consumer Products,Washington Ecology,General Purpose Cleaner,5.0,g/L as applied,2020-01-01,2024-01-01,,Consumer and institutional products,"Primary workhorse for patient room turnover and common area maintenance. IPAC protocols require low-residue, low-VOC formulations.",5.0,50.0,Ultra-Low VOC
527,Washington,US-WA,United States,Washington WAC 173-490 — Consumer Products,Washington Ecology,General Purpose Degreaser,30.0,g/L as applied,2020-01-01,2024-01-01,,Consumer and institutional products,"Used in healthcare kitchen and dietary services, mechanical rooms, and loading docks. Must meet OSHA PEL for enclosed-space use.",5.0,50.0,Low VOC
528,Washington,US-WA,United States,Washington WAC 173-490 — Consumer Products,Washington Ecology,Glass Cleaner,5.0,g/L as applied,2020-01-01,2024-01-01,,Consumer and institutional products,"High-frequency use on interior glass partitions, patient room windows, and nurse station barriers. Low-VOC critical in ICU/NICU environments.",5.0,50.0,Ultra-Low VOC
529,Washington,US-WA,United States,Washington WAC 173-490 — Consumer Products,Washington Ecology,Bathroom and Tile Cleaner,6.0,g/L as applied,2020-01-01,2024-01-01,,Consumer and institutional products,"Daily use in patient, staff, and public washrooms. Healthcare facilities require products effective against nosocomial pathogens while meeting VOC limits.",5.0,50.0,Low VOC
530,Washington,US-WA,United States,Washington WAC 173-490 — Consumer Products,Washington Ecology,Toilet/Urinal Care Product,4.0,g/L as applied,2020-01-01,2024-01-01,,Consumer and institutional products,Daily maintenance in all facility washrooms. Acid-based products must also meet corrosion standards for plumbing in healthcare settings.,5.0,50.0,Ultra-Low VOC
531,Washington,US-WA,United States,Washington WAC 173-490 — Consumer Products,Washington Ecology,Floor Wax Stripper,0.0,g/L as applied,2020-01-01,2024-01-01,,Consumer and institutional products,Periodic use (semi-annual to annual) in corridors and common areas. Zero-VOC formulations preferred due to off-gassing during application.,5.0,50.0,Zero VOC
532,Washington,US-WA,United States,Washington WAC 173-490 — Consumer Products,Washington Ecology,Floor Finish / Polish,4.0,g/L as applied,2020-01-01,2024-01-01,,Consumer and institutional products,Applied after stripping. Must cure to a slip-resistant finish meeting ASTM D2047 (coefficient of friction >= 0.5) in healthcare corridors.,5.0,50.0,Ultra-Low VOC
533,Washington,US-WA,United States,Washington WAC 173-490 — Consumer Products,Washington Ecology,Carpet Cleaner (Extraction),4.0,g/L as applied,2020-01-01,2024-01-01,,Consumer and institutional products,"Used in administrative areas, waiting rooms, and some long-term care patient rooms. Hot water extraction preferred for allergen removal.",5.0,50.0,Ultra-Low VOC
534,Washington,US-WA,United States,Washington WAC 173-490 — Consumer Products,Washington Ecology,Carpet Cleaner (Encapsulation),6.0,g/L as applied,2020-01-01,2024-01-01,,Consumer and institutional products,Low-moisture alternative for areas that cannot tolerate extended drying times. Lower VOC profile than extraction chemistry.,5.0,50.0,Low VOC
535,Washington,US-WA,United States,Washington WAC 173-490 — Consumer Products,Washington Ecology,Disinfectant (Spray),38.0,g/L as applied,2020-01-01,2024-01-01,,Consumer and institutional products,"Critical for surface disinfection in patient care areas. Must be effective against C. difficile, MRSA, and VRE while meeting VOC thresholds.",5.0,50.0,Low VOC
536,Washington,US-WA,United States,Washington WAC 173-490 — Consumer Products,Washington Ecology,Disinfectant (Concentrate),9.0,g/L as applied,2020-01-01,2024-01-01,,Consumer and institutional products,Diluted on-site for mop-and-bucket or autoscrubber use. Lower VOC per application than spray disinfectants due to dilution.,5.0,50.0,Low VOC
537,Washington,US-WA,United States,Washington WAC 173-490 — Consumer Products,Washington Ecology,Sanitizer (Food Contact),12.0,g/L as applied,2020-01-01,2024-01-01,,Consumer and institutional products,Required in healthcare dietary departments. Must meet Health Canada or EPA requirements for no-rinse food contact surface sanitization.,5.0,50.0,Low VOC
538,Washington,US-WA,United States,Washington WAC 173-490 — Consumer Products,Washington Ecology,Air Freshener (Spray),17.0,g/L as applied,2020-01-01,2024-01-01,,Consumer and institutional products,Discouraged in clinical areas due to patient sensitivity. May be used in administrative or public-facing non-clinical spaces only.,5.0,50.0,Low VOC
539,Washington,US-WA,United States,Washington WAC 173-490 — Consumer Products,Washington Ecology,Air Freshener (Liquid/Wick),4.0,g/L as applied,2020-01-01,2024-01-01,,Consumer and institutional products,Lower emission rate than sprays. Some healthcare facilities prohibit all air fresheners in clinical zones per IPAC guidelines.,5.0,50.0,Ultra-Low VOC
540,Washington,US-WA,United States,Washington WAC 173-490 — Consumer Products,Washington Ecology,Metal Polish/Cleanser,18.0,g/L as applied,2020-01-01,2024-01-01,,Consumer and institutional products,"Used on stainless steel fixtures, handrails, elevator doors. Healthcare-grade products should be non-abrasive and low-odour.",5.0,50.0,Low VOC
541,Washington,US-WA,United States,Washington WAC 173-490 — Consumer Products,Washington Ecology,Furniture Maintenance Product,9.0,g/L as applied,2020-01-01,2024-01-01,,Consumer and institutional products,"Used on waiting room, office, and common area furniture. Avoid silicone-based products on healthcare seating (interferes with infection control).",5.0,50.0,Low VOC
542,Washington,US-WA,United States,Washington WAC 173-490 — Consumer Products,Washington Ecology,Oven/Grill Cleaner,4.0,g/L as applied,2020-01-01,2024-01-01,,Consumer and institutional products,Dietary department use only. Must be used with ventilation due to alkaline off-gassing. Low-VOC formulations reduce ventilation requirements.,5.0,50.0,Ultra-Low VOC
543,Washington,US-WA,United States,Washington WAC 173-490 — Consumer Products,Washington Ecology,Laundry Detergent (Institutional),4.0,g/L as applied,2020-01-01,2024-01-01,,Consumer and institutional products,High-volume use in healthcare laundry. Must be compatible with thermal disinfection cycles (71°C / 160°F for 25 minutes).,5.0,50.0,Ultra-Low VOC
544,Washington,US-WA,United States,Washington WAC 173-490 — Consumer Products,Washington Ecology,Fabric Softener (Institutional),3.0,g/L as applied,2020-01-01,2024-01-01,,Consumer and institutional products,Used selectively — many healthcare laundry programs skip softener to maintain antimicrobial textile treatments.,5.0,50.0,Ultra-Low VOC
545,Washington,US-WA,United States,Washington WAC 173-490 — Consumer Products,Washington Ecology,Spot Remover,12.0,g/L as applied,2020-01-01,2024-01-01,,Consumer and institutional products,Used on carpeted areas and upholstered furniture. Must not leave residues that interfere with subsequent disinfection.,5.0,50.0,Low VOC
546,Washington,US-WA,United States,Washington WAC 173-490 — Consumer Products,Washington Ecology,Dust Suppressant,0.0,g/L as applied,2020-01-01,2024-01-01,,Consumer and institutional products,Used in construction/renovation zones adjacent to active patient care. ICRA (Infection Control Risk Assessment) protocols apply.,5.0,50.0,Zero VOC
547,Washington,US-WA,United States,Washington WAC 173-490 — Consumer Products,Washington Ecology,Adhesive Remover,25.0,g/L as applied,2020-01-01,2024-01-01,,Consumer and institutional products,Used for label/tape residue removal from equipment and surfaces. Low-VOC formulations required for use near patient care areas.,5.0,50.0,Low VOC
548,Washington,US-WA,United States,Washington WAC 173-490 — Consumer Products,Washington Ecology,Graffiti Remover,35.0,g/L as applied,2020-01-01,2024-01-01,,Consumer and institutional products,"Occasional use in emergency departments, psychiatric units, and exterior surfaces. High-VOC products require ventilation controls.",5.0,50.0,Low VOC
549,Washington,US-WA,United States,Washington WAC 173-490 — Consumer Products,Washington Ecology,Heavy-Duty Hand Cleaner,6.0,g/L as applied,2020-01-01,2024-01-01,,Consumer and institutional products,Used by maintenance and dietary staff. Must be gentle enough for repeated use (healthcare workers wash hands 40-100 times per shift).,5.0,50.0,Low VOC
550,Washington,US-WA,United States,Washington WAC 173-490 — Consumer Products,Washington Ecology,Stainless Steel Cleaner,6.0,g/L as applied,2020-01-01,2024-01-01,,Consumer and institutional products,"Daily use on elevators, counters, fixtures. Healthcare facilities prefer non-aerosol formulations to reduce VOC emissions.",5.0,50.0,Low VOC
551,Canada (Federal),CA-FED,Canada,Volatile Organic Compound Concentration Limits for Certain Products Regulations (SOR/2021-268),Environment and Climate Change Canada (ECCC),General Purpose Cleaner,4.0,g/L as applied,2023-01-01,2025-01-01,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2021-268/FullText.html,Products manufactured in or imported into Canada,"Primary workhorse for patient room turnover and common area maintenance. IPAC protocols require low-residue, low-VOC formulations.",5.0,50.0,Ultra-Low VOC
552,Canada (Federal),CA-FED,Canada,Volatile Organic Compound Concentration Limits for Certain Products Regulations (SOR/2021-268),Environment and Climate Change Canada (ECCC),General Purpose Degreaser,25.0,g/L as applied,2023-01-01,2025-01-01,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2021-268/FullText.html,Products manufactured in or imported into Canada,"Used in healthcare kitchen and dietary services, mechanical rooms, and loading docks. Must meet OSHA PEL for enclosed-space use.",5.0,50.0,Low VOC
553,Canada (Federal),CA-FED,Canada,Volatile Organic Compound Concentration Limits for Certain Products Regulations (SOR/2021-268),Environment and Climate Change Canada (ECCC),Glass Cleaner,4.0,g/L as applied,2023-01-01,2025-01-01,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2021-268/FullText.html,Products manufactured in or imported into Canada,"High-frequency use on interior glass partitions, patient room windows, and nurse station barriers. Low-VOC critical in ICU/NICU environments.",5.0,50.0,Ultra-Low VOC
554,Canada (Federal),CA-FED,Canada,Volatile Organic Compound Concentration Limits for Certain Products Regulations (SOR/2021-268),Environment and Climate Change Canada (ECCC),Bathroom and Tile Cleaner,5.0,g/L as applied,2023-01-01,2025-01-01,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2021-268/FullText.html,Products manufactured in or imported into Canada,"Daily use in patient, staff, and public washrooms. Healthcare facilities require products effective against nosocomial pathogens while meeting VOC limits.",5.0,50.0,Ultra-Low VOC
555,Canada (Federal),CA-FED,Canada,Volatile Organic Compound Concentration Limits for Certain Products Regulations (SOR/2021-268),Environment and Climate Change Canada (ECCC),Toilet/Urinal Care Product,3.0,g/L as applied,2023-01-01,2025-01-01,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2021-268/FullText.html,Products manufactured in or imported into Canada,Daily maintenance in all facility washrooms. Acid-based products must also meet corrosion standards for plumbing in healthcare settings.,5.0,50.0,Ultra-Low VOC
556,Canada (Federal),CA-FED,Canada,Volatile Organic Compound Concentration Limits for Certain Products Regulations (SOR/2021-268),Environment and Climate Change Canada (ECCC),Floor Wax Stripper,0.0,g/L as applied,2023-01-01,2025-01-01,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2021-268/FullText.html,Products manufactured in or imported into Canada,Periodic use (semi-annual to annual) in corridors and common areas. Zero-VOC formulations preferred due to off-gassing during application.,5.0,50.0,Zero VOC
557,Canada (Federal),CA-FED,Canada,Volatile Organic Compound Concentration Limits for Certain Products Regulations (SOR/2021-268),Environment and Climate Change Canada (ECCC),Floor Finish / Polish,3.0,g/L as applied,2023-01-01,2025-01-01,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2021-268/FullText.html,Products manufactured in or imported into Canada,Applied after stripping. Must cure to a slip-resistant finish meeting ASTM D2047 (coefficient of friction >= 0.5) in healthcare corridors.,5.0,50.0,Ultra-Low VOC
558,Canada (Federal),CA-FED,Canada,Volatile Organic Compound Concentration Limits for Certain Products Regulations (SOR/2021-268),Environment and Climate Change Canada (ECCC),Carpet Cleaner (Extraction),3.0,g/L as applied,2023-01-01,2025-01-01,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2021-268/FullText.html,Products manufactured in or imported into Canada,"Used in administrative areas, waiting rooms, and some long-term care patient rooms. Hot water extraction preferred for allergen removal.",5.0,50.0,Ultra-Low VOC
559,Canada (Federal),CA-FED,Canada,Volatile Organic Compound Concentration Limits for Certain Products Regulations (SOR/2021-268),Environment and Climate Change Canada (ECCC),Carpet Cleaner (Encapsulation),5.0,g/L as applied,2023-01-01,2025-01-01,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2021-268/FullText.html,Products manufactured in or imported into Canada,Low-moisture alternative for areas that cannot tolerate extended drying times. Lower VOC profile than extraction chemistry.,5.0,50.0,Ultra-Low VOC
560,Canada (Federal),CA-FED,Canada,Volatile Organic Compound Concentration Limits for Certain Products Regulations (SOR/2021-268),Environment and Climate Change Canada (ECCC),Disinfectant (Spray),35.0,g/L as applied,2023-01-01,2025-01-01,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2021-268/FullText.html,Products manufactured in or imported into Canada,"Critical for surface disinfection in patient care areas. Must be effective against C. difficile, MRSA, and VRE while meeting VOC thresholds.",5.0,50.0,Low VOC
561,Canada (Federal),CA-FED,Canada,Volatile Organic Compound Concentration Limits for Certain Products Regulations (SOR/2021-268),Environment and Climate Change Canada (ECCC),Disinfectant (Concentrate),8.0,g/L as applied,2023-01-01,2025-01-01,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2021-268/FullText.html,Products manufactured in or imported into Canada,Diluted on-site for mop-and-bucket or autoscrubber use. Lower VOC per application than spray disinfectants due to dilution.,5.0,50.0,Low VOC
562,Canada (Federal),CA-FED,Canada,Volatile Organic Compound Concentration Limits for Certain Products Regulations (SOR/2021-268),Environment and Climate Change Canada (ECCC),Sanitizer (Food Contact),10.0,g/L as applied,2023-01-01,2025-01-01,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2021-268/FullText.html,Products manufactured in or imported into Canada,Required in healthcare dietary departments. Must meet Health Canada or EPA requirements for no-rinse food contact surface sanitization.,5.0,50.0,Low VOC
563,Canada (Federal),CA-FED,Canada,Volatile Organic Compound Concentration Limits for Certain Products Regulations (SOR/2021-268),Environment and Climate Change Canada (ECCC),Air Freshener (Spray),15.0,g/L as applied,2023-01-01,2025-01-01,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2021-268/FullText.html,Products manufactured in or imported into Canada,Discouraged in clinical areas due to patient sensitivity. May be used in administrative or public-facing non-clinical spaces only.,5.0,50.0,Low VOC
564,Canada (Federal),CA-FED,Canada,Volatile Organic Compound Concentration Limits for Certain Products Regulations (SOR/2021-268),Environment and Climate Change Canada (ECCC),Air Freshener (Liquid/Wick),3.0,g/L as applied,2023-01-01,2025-01-01,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2021-268/FullText.html,Products manufactured in or imported into Canada,Lower emission rate than sprays. Some healthcare facilities prohibit all air fresheners in clinical zones per IPAC guidelines.,5.0,50.0,Ultra-Low VOC
565,Canada (Federal),CA-FED,Canada,Volatile Organic Compound Concentration Limits for Certain Products Regulations (SOR/2021-268),Environment and Climate Change Canada (ECCC),Metal Polish/Cleanser,15.0,g/L as applied,2023-01-01,2025-01-01,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2021-268/FullText.html,Products manufactured in or imported into Canada,"Used on stainless steel fixtures, handrails, elevator doors. Healthcare-grade products should be non-abrasive and low-odour.",5.0,50.0,Low VOC
566,Canada (Federal),CA-FED,Canada,Volatile Organic Compound Concentration Limits for Certain Products Regulations (SOR/2021-268),Environment and Climate Change Canada (ECCC),Furniture Maintenance Product,7.0,g/L as applied,2023-01-01,2025-01-01,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2021-268/FullText.html,Products manufactured in or imported into Canada,"Used on waiting room, office, and common area furniture. Avoid silicone-based products on healthcare seating (interferes with infection control).",5.0,50.0,Low VOC
567,Canada (Federal),CA-FED,Canada,Volatile Organic Compound Concentration Limits for Certain Products Regulations (SOR/2021-268),Environment and Climate Change Canada (ECCC),Oven/Grill Cleaner,3.0,g/L as applied,2023-01-01,2025-01-01,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2021-268/FullText.html,Products manufactured in or imported into Canada,Dietary department use only. Must be used with ventilation due to alkaline off-gassing. Low-VOC formulations reduce ventilation requirements.,5.0,50.0,Ultra-Low VOC
568,Canada (Federal),CA-FED,Canada,Volatile Organic Compound Concentration Limits for Certain Products Regulations (SOR/2021-268),Environment and Climate Change Canada (ECCC),Laundry Detergent (Institutional),3.0,g/L as applied,2023-01-01,2025-01-01,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2021-268/FullText.html,Products manufactured in or imported into Canada,High-volume use in healthcare laundry. Must be compatible with thermal disinfection cycles (71°C / 160°F for 25 minutes).,5.0,50.0,Ultra-Low VOC
569,Canada (Federal),CA-FED,Canada,Volatile Organic Compound Concentration Limits for Certain Products Regulations (SOR/2021-268),Environment and Climate Change Canada (ECCC),Fabric Softener (Institutional),2.0,g/L as applied,2023-01-01,2025-01-01,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2021-268/FullText.html,Products manufactured in or imported into Canada,Used selectively — many healthcare laundry programs skip softener to maintain antimicrobial textile treatments.,5.0,50.0,Ultra-Low VOC
570,Canada (Federal),CA-FED,Canada,Volatile Organic Compound Concentration Limits for Certain Products Regulations (SOR/2021-268),Environment and Climate Change Canada (ECCC),Spot Remover,10.0,g/L as applied,2023-01-01,2025-01-01,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2021-268/FullText.html,Products manufactured in or imported into Canada,Used on carpeted areas and upholstered furniture. Must not leave residues that interfere with subsequent disinfection.,5.0,50.0,Low VOC
571,Canada (Federal),CA-FED,Canada,Volatile Organic Compound Concentration Limits for Certain Products Regulations (SOR/2021-268),Environment and Climate Change Canada (ECCC),Dust Suppressant,0.0,g/L as applied,2023-01-01,2025-01-01,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2021-268/FullText.html,Products manufactured in or imported into Canada,Used in construction/renovation zones adjacent to active patient care. ICRA (Infection Control Risk Assessment) protocols apply.,5.0,50.0,Zero VOC
572,Canada (Federal),CA-FED,Canada,Volatile Organic Compound Concentration Limits for Certain Products Regulations (SOR/2021-268),Environment and Climate Change Canada (ECCC),Adhesive Remover,20.0,g/L as applied,2023-01-01,2025-01-01,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2021-268/FullText.html,Products manufactured in or imported into Canada,Used for label/tape residue removal from equipment and surfaces. Low-VOC formulations required for use near patient care areas.,5.0,50.0,Low VOC
573,Canada (Federal),CA-FED,Canada,Volatile Organic Compound Concentration Limits for Certain Products Regulations (SOR/2021-268),Environment and Climate Change Canada (ECCC),Graffiti Remover,30.0,g/L as applied,2023-01-01,2025-01-01,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2021-268/FullText.html,Products manufactured in or imported into Canada,"Occasional use in emergency departments, psychiatric units, and exterior surfaces. High-VOC products require ventilation controls.",5.0,50.0,Low VOC
574,Canada (Federal),CA-FED,Canada,Volatile Organic Compound Concentration Limits for Certain Products Regulations (SOR/2021-268),Environment and Climate Change Canada (ECCC),Heavy-Duty Hand Cleaner,5.0,g/L as applied,2023-01-01,2025-01-01,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2021-268/FullText.html,Products manufactured in or imported into Canada,Used by maintenance and dietary staff. Must be gentle enough for repeated use (healthcare workers wash hands 40-100 times per shift).,5.0,50.0,Ultra-Low VOC
575,Canada (Federal),CA-FED,Canada,Volatile Organic Compound Concentration Limits for Certain Products Regulations (SOR/2021-268),Environment and Climate Change Canada (ECCC),Stainless Steel Cleaner,5.0,g/L as applied,2023-01-01,2025-01-01,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2021-268/FullText.html,Products manufactured in or imported into Canada,"Daily use on elevators, counters, fixtures. Healthcare facilities prefer non-aerosol formulations to reduce VOC emissions.",5.0,50.0,Ultra-Low VOC
576,Ontario,CA-ON,Canada,Ontario Regulation 419/05 — Local Air Quality,Ontario MECP,General Purpose Cleaner,4.0,g/L as applied,2005-11-30,2023-01-01,,Products sold/used in the province,"Primary workhorse for patient room turnover and common area maintenance. IPAC protocols require low-residue, low-VOC formulations.",5.0,50.0,Ultra-Low VOC
577,Ontario,CA-ON,Canada,Ontario Regulation 419/05 — Local Air Quality,Ontario MECP,General Purpose Degreaser,25.0,g/L as applied,2005-11-30,2023-01-01,,Products sold/used in the province,"Used in healthcare kitchen and dietary services, mechanical rooms, and loading docks. Must meet OSHA PEL for enclosed-space use.",5.0,50.0,Low VOC
578,Ontario,CA-ON,Canada,Ontario Regulation 419/05 — Local Air Quality,Ontario MECP,Glass Cleaner,4.0,g/L as applied,2005-11-30,2023-01-01,,Products sold/used in the province,"High-frequency use on interior glass partitions, patient room windows, and nurse station barriers. Low-VOC critical in ICU/NICU environments.",5.0,50.0,Ultra-Low VOC
579,Ontario,CA-ON,Canada,Ontario Regulation 419/05 — Local Air Quality,Ontario MECP,Bathroom and Tile Cleaner,5.0,g/L as applied,2005-11-30,2023-01-01,,Products sold/used in the province,"Daily use in patient, staff, and public washrooms. Healthcare facilities require products effective against nosocomial pathogens while meeting VOC limits.",5.0,50.0,Ultra-Low VOC
580,Ontario,CA-ON,Canada,Ontario Regulation 419/05 — Local Air Quality,Ontario MECP,Toilet/Urinal Care Product,3.0,g/L as applied,2005-11-30,2023-01-01,,Products sold/used in the province,Daily maintenance in all facility washrooms. Acid-based products must also meet corrosion standards for plumbing in healthcare settings.,5.0,50.0,Ultra-Low VOC
581,Ontario,CA-ON,Canada,Ontario Regulation 419/05 — Local Air Quality,Ontario MECP,Floor Wax Stripper,0.0,g/L as applied,2005-11-30,2023-01-01,,Products sold/used in the province,Periodic use (semi-annual to annual) in corridors and common areas. Zero-VOC formulations preferred due to off-gassing during application.,5.0,50.0,Zero VOC
582,Ontario,CA-ON,Canada,Ontario Regulation 419/05 — Local Air Quality,Ontario MECP,Floor Finish / Polish,3.0,g/L as applied,2005-11-30,2023-01-01,,Products sold/used in the province,Applied after stripping. Must cure to a slip-resistant finish meeting ASTM D2047 (coefficient of friction >= 0.5) in healthcare corridors.,5.0,50.0,Ultra-Low VOC
583,Ontario,CA-ON,Canada,Ontario Regulation 419/05 — Local Air Quality,Ontario MECP,Carpet Cleaner (Extraction),3.0,g/L as applied,2005-11-30,2023-01-01,,Products sold/used in the province,"Used in administrative areas, waiting rooms, and some long-term care patient rooms. Hot water extraction preferred for allergen removal.",5.0,50.0,Ultra-Low VOC
584,Ontario,CA-ON,Canada,Ontario Regulation 419/05 — Local Air Quality,Ontario MECP,Carpet Cleaner (Encapsulation),5.0,g/L as applied,2005-11-30,2023-01-01,,Products sold/used in the province,Low-moisture alternative for areas that cannot tolerate extended drying times. Lower VOC profile than extraction chemistry.,5.0,50.0,Ultra-Low VOC
585,Ontario,CA-ON,Canada,Ontario Regulation 419/05 — Local Air Quality,Ontario MECP,Disinfectant (Spray),35.0,g/L as applied,2005-11-30,2023-01-01,,Products sold/used in the province,"Critical for surface disinfection in patient care areas. Must be effective against C. difficile, MRSA, and VRE while meeting VOC thresholds.",5.0,50.0,Low VOC
586,Ontario,CA-ON,Canada,Ontario Regulation 419/05 — Local Air Quality,Ontario MECP,Disinfectant (Concentrate),8.0,g/L as applied,2005-11-30,2023-01-01,,Products sold/used in the province,Diluted on-site for mop-and-bucket or autoscrubber use. Lower VOC per application than spray disinfectants due to dilution.,5.0,50.0,Low VOC
587,Ontario,CA-ON,Canada,Ontario Regulation 419/05 — Local Air Quality,Ontario MECP,Sanitizer (Food Contact),10.0,g/L as applied,2005-11-30,2023-01-01,,Products sold/used in the province,Required in healthcare dietary departments. Must meet Health Canada or EPA requirements for no-rinse food contact surface sanitization.,5.0,50.0,Low VOC
588,Ontario,CA-ON,Canada,Ontario Regulation 419/05 — Local Air Quality,Ontario MECP,Air Freshener (Spray),15.0,g/L as applied,2005-11-30,2023-01-01,,Products sold/used in the province,Discouraged in clinical areas due to patient sensitivity. May be used in administrative or public-facing non-clinical spaces only.,5.0,50.0,Low VOC
589,Ontario,CA-ON,Canada,Ontario Regulation 419/05 — Local Air Quality,Ontario MECP,Air Freshener (Liquid/Wick),3.0,g/L as applied,2005-11-30,2023-01-01,,Products sold/used in the province,Lower emission rate than sprays. Some healthcare facilities prohibit all air fresheners in clinical zones per IPAC guidelines.,5.0,50.0,Ultra-Low VOC
590,Ontario,CA-ON,Canada,Ontario Regulation 419/05 — Local Air Quality,Ontario MECP,Metal Polish/Cleanser,15.0,g/L as applied,2005-11-30,2023-01-01,,Products sold/used in the province,"Used on stainless steel fixtures, handrails, elevator doors. Healthcare-grade products should be non-abrasive and low-odour.",5.0,50.0,Low VOC
591,Ontario,CA-ON,Canada,Ontario Regulation 419/05 — Local Air Quality,Ontario MECP,Furniture Maintenance Product,7.0,g/L as applied,2005-11-30,2023-01-01,,Products sold/used in the province,"Used on waiting room, office, and common area furniture. Avoid silicone-based products on healthcare seating (interferes with infection control).",5.0,50.0,Low VOC
592,Ontario,CA-ON,Canada,Ontario Regulation 419/05 — Local Air Quality,Ontario MECP,Oven/Grill Cleaner,3.0,g/L as applied,2005-11-30,2023-01-01,,Products sold/used in the province,Dietary department use only. Must be used with ventilation due to alkaline off-gassing. Low-VOC formulations reduce ventilation requirements.,5.0,50.0,Ultra-Low VOC
